id	text	label
629	'How shall I reward thee?' cried the Star–Child, 'for lo! this is the third time thou hast succoured me.'	Love
630	Ah, on what little things does happiness depend! I have read all that the wise men have written, and all the secrets of philosophy are mine, yet for want of a red rose is my life made wretched.	Sadness
631	但是，它们好像并没有发生多大作用。	Sadness
632	你的画像很美丽，他小声说，“但是你比你的画像还美丽。”娇小的公主一下子脸红了。	Joy
633	It is pleasant to sit in the green wood, and to watch the Sun in his chariot of gold, and the Moon in her chariot of pearl.	Joy
634	“她刚才还像一朵白玫瑰，”小侍童对身边的人说，“可是她现在一下子成了一朵红玫瑰了。”整个宫廷听了都很高兴。	Joy
635	那个孩子渴坏了，可他的母亲干着急没办法啊。	Sadness
636	“音乐家们会在他们的乐池里就座，”年轻的大学生说，“弹奏他们的乐器，我的情人儿会随着竖琴和小提琴的乐曲翩翩起舞。她会跳得脚下生风，连地都不沾，那些献殷勤的人穿戴得漂漂亮亮,纷纷围着她打转转。	Joy
637	“好开心！”他嚷道，我就要这样一直飞上去了。	Joy
638	Nor could he hear anywhere of the beggar–woman who was his mother, though for the space of three years he wandered over the world, and often seemed to see her on the road in front of him, and would call to her, and run after her till the sharp flints made his feet to bleed.	Sadness
639	And he said to her, 'Nay, but I have been cruel to my mother, and as a punishment has this evil been sent to me.	Sadness
640	And he came in swiftly, and placed the child in her arms, and she kissed it, and laid it in a little bed where the youngest of their own children was lying.	Love
641	小孩儿在发烧，口口声声要橘子吃。	Sadness
642	'You are certainly very thoughtful about others,' answered the Wife, as she sat in her comfortable armchair by the big pinewood fire, 'very thoughtful indeed.	Joy
643	月亮升上天空时，他飞回到快乐王子身边。	Joy
644	然而没有人看见他。	Sadness
645	她把火柴掉进臭水沟里，火柴都弄坏了。	Sadness
646	我喜欢听我自己说话。	Joy
647	And his companions followed him, for he was fair, and fleet of foot, and could dance, and pipe, and make music.	Joy
648	And he was filled with joy, and seized it, and said to the Hare, 'The service that I did to thee thou hast rendered back again many times over, and the kindness that I showed thee thou hast repaid a hundred–fold.'	Joy
649	小燕子于是围着芦苇飞啊，飞啊，用翅膀轻轻触动水面，激起一圈圈银色的涟漪。	Joy
650	这是我的一大乐趣。	Joy
651	那朵红玫瑰听见了，狂喜得直哆嗦，向清冷的晨气绽开了花瓣儿。	Joy
652	“我不是要到埃及去，”燕子说，	Sadness
653	“我和你再呆一个夜晚吧，”燕子说，真的动了恻隐之心。	Love
654	In all the country-side there was no garden so lovely as his.	Joy
655	Now this wood was very fair to look at from without, and seemed full of singing birds and of sweet–scented flowers, and the Star–Child entered it gladly.	Joy
656	But the leper saw him coming, and ran to meet him, and knelt down and cried, 'Give me a piece of money or I shall die of hunger.'	Sadness
657	“你当然难受了！”信号焰火叫道。	Sadness
658	“我愿意再和你呆一个夜晚，”燕子说，可是我不忍心啄掉你的眼睛。	Sadness
659	这世界的确非常美丽，一个小爆筒大声说。	Joy
660	在月亮光下, 他的脸美丽极了,小燕子心里油然升起怜悯之情。	Love
661	And forgetting his own sorrow he ran back to the place, and saw there a little Hare caught in a trap that some hunter had set for it.	Sadness
662	然后是盛大的国宴，持续了五个小时。	Joy
663	Yet did his beauty work him evil. For he grew proud, and cruel, and selfish.	Anger
664	I tell you that it is all the fault of the Government, and if you don’t believe me I shall eat you.	Anger
665	I would much sooner have your good opinion than my silver buttons, any day, and he ran and plucked all his pretty primroses, and filled the Miller's basket.	Joy
666	那个年轻人两手把头抱得紧紧的,一点没有听见燕子扑棱翅膀的声音，他抬头看时才发现那颗美丽的蓝宝石放在那些枯萎的紫罗兰上面。	Joy
667	“如果你想要一朵红玫瑰，”玫瑰树说，你必须在月光下用音乐来孕育一朵啊，还必须用你自己的心血来染红它。	Love
668	王子有一双朦胧的紫罗兰色眼睛，头发像纯金般金黄。	Joy
669	于是，燕子啄掉了王子的另一只眼睛,衔着飞走了。	Sadness
670	你没有眼睛什么都看不见啊。	Sadness
671	And the woman answered him, 'I am thy mother.'	Love
672	And they said to him, 'It is a beggar and the child of a beggar, and we have driven him away.'	Sadness
673	'If in very truth thou art my mother,' he said, 'it had been better hadst thou stayed away, and not come here to bring me to shame, seeing that I thought I was the child of some Star, and not a beggar’s child, as thou tellest me that I am.	Anger
674	她深深叹息了一声，又寻思那个松木盒子。	Sadness
675	His lips, also, were like the petals of a red flower, and his eyes were like violets by a river of pure water, and his body like the narcissus of a field where the mower comes not.	Joy
676	But when he saw her who was waiting there, he laughed scornfully and said, Why, where is my mother?	Anger
677	多么遗憾啊！	Sadness
678	Little Hans was very much distressed at times, as he was afraid his flowers would think he had forgotten them, but he consoled himself by the reflection that the Miller was his best friend.	Sadness
679	“我身上裹着赤金王子说，“你一定把它啄下来，一片一片地啄，把它送给穷人,活着的人总是以为金子能让他幸福。”	Joy
680	For I see none here but this vile beggar–woman.	Sadness
681	可是他们根本就没有注意他，眼瞅着就要走了。	Sadness
682	But, alas! no gold was in it, nor silver, nor, indeed, treasure of any kind, but only a little child who was asleep.	Love
683	然后他轻轻地绕着床飞,用翅膀往小男孩儿的脑门儿上扇风。	Joy
684	During the spring, the summer, and the autumn he was very happy, but when the winter came, and he had no fruit or flowers to bring to the market, he suffered a good deal from cold and hunger, and often had to go to bed without any supper but a few dried pears or some hard nuts.	Sadness
685	我的朋友正在尼罗河上飞来飞去,跟大荷花说话呢。	Joy
686	What I sing of, he suffers, what is joy to me, to him is pain.	Sadness
687	“好听啊！好听啊！”	Joy
688	他的双翼是火焰色的，他的身体像火焰一样有色彩。	Joy
689	Everybody went to little Hans' funeral, as he was so popular, and the Miller was the chief mourner.	Sadness
690	我很高兴我旅行过。	Joy
691	“不管哪里，只要你爱它，那儿就是你的世界。”	Love
692	一个转轮焰火忧心忡忡地说。	Sadness
693	她老早就被缚在了一个旧松木盒子上,颇为她破碎的心感到自豪,“可是爱这东西不再时髦了，全让诗人扼杀了。	Sadness
694	Oh, I am so sorry,' said Hans, but I am really very busy to-day.	Sadness
695	“有人开始赏识我了，”他惊叫道，这一定是某个了不起的崇拜者送来的。	Joy
696	Come with me, my son, for I have need of thy love.	Love
697	But the Oak-tree understood, and felt sad, for he was very fond of the little Nightingale who had built her nest in his branches.	Sadness
698	'If poor Hans is in trouble I will give him half my porridge, and show him my white rabbits.'	Joy
699	在一座桥拱下面，两个小男孩儿紧紧依偎着取暖。	Sadness
700	“我是快乐王子。”	Joy
701	但是最终他知道他就要死去了。	Sadness
702	于是他们把快乐王子的塑像拉倒了。	Sadness
703	他飞过卖火柴的小女孩儿身旁，他把蓝宝石放在了她的手掌上。	Joy
704	“为了一朵红玫瑰，要豁上性命，这代价太大了，”夜莺尖声叫道，生命对谁来说都非常宝贵。	Sadness
705	But the leper entreated him sore, so that the Star–Child had pity on him, and gave him the piece of yellow gold.	Love
706	Love is all very well in its way, but friendship is much higher.	Love
707	For they have thrust me out of the city, and there is no one who has pity on me.	Sadness
708	And after a time she turned round and looked at him, and her eyes were full of tears.	Sadness
709	我称你这种行为是自私，而自私是顶顶讨厌的玩意儿，尤其我这种脾气受不了，因我生来就富有同情心，谁都知道的。	Anger
710	“我的玫瑰是黄色的，”玫瑰树回答说，黄得像坐在琥珀御座上的美人鱼的头发，甚至比割草人挥起大镰刀割过的草地中的黄水仙还鲜黄。	Joy
711	Yet, after that they had laughed they became sad, for they remembered their poverty, and one of them said to the other, 'Why did we make merry, seeing that life is for the rich, and not for such as we are?	Sadness
712	王子和公主坐在大厅的首席，喝干了一水晶杯酒。	Joy
713	“我的玫瑰是红色的，”玫瑰树回答说，红得像鸽子的爪子，甚至比海洋深洞里的珊瑚大扇叶还要红。	Joy
714	第二天一整天他都落在王子的肩膀上，跟王子讲他在异国他乡经历的事情。	Joy
715	“这是因为你干了一件好事啊。”王子说。	Joy
716	“我活着时，曾有一颗常人的心。塑像回答说，我那时不知道泪水是什么，因为我生在逍遥宫里，忧愁是没法进那里的。	Sadness
717	已经是冬天了，燕子回答说，这里很快就要下寒冷的雪了。	Sadness
718	“事实上，你是我见过的人中最容易动情的。”	Love
719	说真的，每当我想到我举足轻重的身份,我就感动得直掉泪。	Sadness
720	That is the wonderful thing about it, but I am afraid you don't understand the poetry of life.	Joy
721	What a silly boy you are'! cried the Miller, I really don't know what is the use of sending you to school.	Anger
722	起初花儿苍白得像悬浮在河面上的薄雾一苍白得像早晨的纤脚，然后它变成了银白色，活像拂晓的双翼。	Joy
723	'Certainly,' cried little Hans, and he ran into the shed and dragged the plank out.	Joy
724	谢谢你，小燕子，王子说。	Love
725	然而，圣栎树听明白了，觉得好难过,因他很喜欢这只在他的枝杈上筑窝的小夜莺。	Sadness
726	Be happy, cried the Nightingale, be happy, you shall have your red rose.	Joy
727	这是美丽的德行，我这种德行可非一日之功。	Joy
728	我歌唱的东西，他受不了,我欢喜的东西，在他是痛苦。	Anger
729	'Quite full?' said little Hans, rather sorrowfully, for it was really a very big basket, and he knew that if he filled it he would have no flowers left for the market and he was very anxious to get his silver buttons back.	Sadness
730	爆竹嘣嘣地回应着，快活得无以言表。	Joy
731	在高高的城市上空，一根顶天立地的柱子上站立着快乐王子的塑像。	Joy
732	国王的儿子要结婚，各种大庆小庆是少不了的。	Joy
733	All night long she sang, and the thorn went deeper and deeper into her breast, and her life-blood ebbed away from her.	Sadness
734	我不希望争论,青蛙扬扬得意地说。	Joy
735	Wherefore art thou so cruel to all who need pity?	Anger
736	“我就住那儿去吧。”他叫道，“那是个好去处，新鲜空气有的是。”	Joy
737	But there is no red rose in my garden, so I shall sit lonely, and she will pass me by.	Sadness
738	And one of them ran faster than his mate, and outstripped him, and forced his way through the willows, and came out on the other side, and lo! there was indeed a thing of gold lying on the white snow.	Joy
739	You see the winter was a very bad time for me, and I really had no money at all to buy bread with.	Sadness
740	“早死净了。”转轮焰火念叨说，睡了过去。	Sadness
741	So the Nightingale sang to the Oak-tree, and her voice was like water bubbling from a silver jar.	Joy
742	我肯定欢迎下一场，可这天很蓝，一丝云彩都没有。	Sadness
743	“你完全是一个惹人生气的家伙，”火箭说，没有一点儿教养。	Anger
744	亲爰的王子，我必须离开你，可我永远不会忘记你，明年春天我会给你带回两颗美丽的宝石，安放在你忍痛割爱的那些地方。	Sadness
745	于是她展开她那棕色的翅膀，直冲云霄。	Joy
746	And every year he became more beautiful to look at, so that all those who dwelt in the village were filled with wonder, for, while they were swarthy and black–haired, he was white and delicate as sawn ivory, and his curls were like the rings of the daffodil.	Joy
747	“我的玫瑰是白色的，”玫瑰树回答道，白得像海浪的泡沫，甚至比山头的冰雪还要洁白。	Joy
748	They are certainly very lovely,' said Hans, and it is a most lucky thing for me that I have so many.	Joy
749	And at sunset he set his face towards home, weeping bitterly, for he knew what fate was in store for him.	Sadness
750	山楂树的气昧甘甜扑鼻，藏身山谷的风铃草香气袭人，漫山遍野的杜鹃花芬芳四溢。	Joy
751	How well you talk'! said the Miller's Wife, pouring herself out a large glass of warm ale, really I feel quite drowsy. 	Joy
752	房子的一扇窗户开着，我从窗子看见一个女人坐在桌子前面。她的脸又瘦又憔悴，一双手红红的，很粗糙，被针扎 得到处是针眼儿，因为她是做针线的女工。	Sadness
753	And at last he spoke to her, and his voice was hard and bitter.	Anger
754	So little Hans worked away for the Miller, and the Miller said all kinds of beautiful things about friendship, which Hans took down in a note-book, and used to read over at night, for he was a very good scholar.	Joy
755	Alas! my son,' she cried, wilt thou not kiss me before I go?	Sadness
756	But his companion answered him: 'Nay, but it were an evil thing to leave the child to perish here in the snow, and though I am as poor as thou art, and have many mouths to feed, and but little in the pot, yet will I bring it home with me, and my wife shall have care of it.'	Love
757	“很显然他们彼此真心相爱，”小侍童说，“如同水晶一样透亮清澈！”国王又下旨给他涨了一倍俸禄。	Joy
758	My roses are red, it answered, as red as the feet of the dove, and redder than the great fans of coral that wave and wave in the ocean-cavern.	Joy
759	给我个阴雨天儿让我呆在水沟里，我就很幸福了。	Joy
760	他整夜遥望星星,晨星亮起时他就高兴得叫唤一声，然后就悄无声息了。	Joy
761	真的，《宫廷报》称赞他是焰火艺术的最好范例呢。	Joy
762	'Ugh!' snarled the Wolf, as he limped through the brushwood with his tail between his legs, 'this is perfectly monstrous weather.	Anger
763	“的确是悦耳的声音，”青蛙接着说，我希望你也到那鸭子水塘去吧。	Joy
764	于是，夜莺给圣栎树唱歌儿，她的声音好像水从银壶里泻岀来那样叮咚作响。	Joy
765	可他母亲只能给他白开水喝，于是他就委屈得哭啊哭啊。	Sadness
766	'Nay, but God careth for the sparrows even, and feedeth them,' he answered.	Love
767	She sang first of the birth of love in the heart of a boy and a girl.	Love
768	So the Star–Child went with the Hare, and lo! in the cleft of a great oak–tree he saw the piece of white gold that he was seeking.	Joy
769	他飞进了黑賤駿的小巷，看见挨饿的孩子面色惨白,无可奈何地望着黑乎乎的街道。	Sadness
770	白天我和我的小伙伴儿在花园里玩耍，晩上我在大厅里领头跳舞。	Joy
771	 'Besides,' he used to say, 'he is going to give me his wheelbarrow, and that 'is an act of pure generosity.'	Joy
772	The little ducks were swimming about in the pond, looking just like a lot of yellow canaries, and their mother, who was pure white with real red legs, was trying to teach them how to stand on their heads in the water.	Joy
773	如果他们失去了他们唯一的儿子,，非凡的火箭那说什么话也枉然。	Sadness
774	And at evening he sat him down and wept, and as he was weeping there came to him the little Hare.	Sadness
775	See that thou bringest the white gold, or it shall go ill with thee, for thou art my slave, and I have bought thee for the price of a bowl of sweet wine.	Anger
776	嘶嘶！嘶嘶！嘶嘶！他径直飞向了天。	Joy
777	It is quite remarkable how one good action always breeds another.	Joy
778	There is away, answered the Tree, "but it is so terrible that I dare not tell it to you."	Fear
779	Here at last is a true lover, said the Nightingale.	Love
780	“给我一朵红玫瑰吧，”她尖声叫道，“我来给你唱我最动听的歌儿。”	Joy
781	“胡说八道！”大焰火筒说，浪漫情调从来不死。	Anger
782	“常识问题，一点不错！”火箭气呼呼地说，你忘了我这人很不平常，非常冒尖的。	Anger
783	玫瑰树顶端花枝上的那朵玫瑰花哟，开得仿佛一面银镜里的玫瑰花影,又好像水池里一朵玫瑰的倒影。	Joy
784	There were damask Roses, and yellow Roses, lilac Crocuses, and gold, purple Violets and white. Columbine and Ladysmock, Marjoram and Wild Basil, the Cowslip and the Flower-de-luce, the Daffodil and the Clove-Pink bloomed or blossomed in their proper order as the months went by, one flower taking another flower's place, so that there were always beautiful things to look at, and pleasant odours to smell.	Joy
785	“啊嗨！啊嗨！”火箭生气地说。	Anger
786	“我毫不怀疑对你来说非常重要，”火箭回答说，“不过要是我愿意，我就会哭。”他还真的泪如泉涌，像雨珠儿一样顺着他的棍子往下流，差一点儿把两只小甲虫淹死,这两只小家伙正在琢磨一起修房盖屋,找一处干爽的地方躲避风雨。	Sadness
787	Sweet is the scent of the hawthorn, and sweet are the bluebells that hide in the valley, and the heather that blows on the hill.	Joy
788	“旧棍子！”火箭说，不可能！金棍子，这才是他应该叫的。	Anger
789	And the Squirrel answered, Thou hast slain mine.	Anger
790	But the leper entreated him, and prayed of him, till the Star–Child had pity, and gave him the piece of white gold.	Love
791	'Nay,' he cried, laughing, 'but we will sell the foul thing for a slave, and his price shall be the price of a bowl of sweet wine.'	Joy
792	那年轻的大学生还躺在草地上，和她飞走时看见的一样，他那双美丽的眼睛里的泪水还没干呢。	Sadness
793	He is weeping for a red rose, said the Nightingale.	Sadness
794	And the Tree cried to the Nightingale to press closer against the thorn.	Fear
795	So he ran in, filled with wonder and great gladness.	Joy
796	哦，不管怎样还没有了泥地儿呢。	Sadness
797	“一尊大塑像连一点雨都遮挡不了，它还有什么用？”他发问说，“我只好去找一个好烟囱去躲躲了。”他决定飞走算了。	Anger
798	至于我别总爱掉眼泪的冋题嘛，很显然在场的各位都根本不懂感情是怎么回事。	Anger
799	“我要飞往金字塔去了。再见吧！” 他说走就飞走了。	Sadness
800	For I have denied my mother, and driven her away, and been proud, and cruel to her.	Sadness
801	And at sunset he sat him down and began to weep, and as he was weeping there came to him the little Hare that he had rescued from the trap, And the Hare said to him, Why art thou weeping?	Sadness
802	'Thou speakest truly,' answered the Woodcutter, 'yet did I show thee pity when I found thee in the forest.'	Sadness
803	Dear little Hans,' cried the Miller, I am in great trouble.	Sadness
804	And when she saw them she wept for joy, and said, He is my little son whom I lost in the forest.	Joy
805	'Well, really, that is generous of you,' said little Hans, and his funny round face glowed all over with pleasure.	Joy
806	“好哇！好哇！”整个宫廷呼喊着,娇小的公主笑得十分开心。	Joy
807	The only people who seemed to enjoy it were the great horned Owls.	Joy
808	But when he had reached the outskirts of the wood, he heard from a thicket a cry as of some one in pain.	Sadness
809	Their feathers were quite stiff with rime, but they did not mind, and they rolled their large yellow eyes, and called out to each other across the forest, 'Tu–whit!Tu–whoo! Tu–whit! Tu–whoo! what delightful weather we are having!'	Joy
810	“我们饿得不行了！ ”他们叹道。	Sadness
811	如果我给她带一朵红玫瑰去，我就可以把她揽在怀里，她会把头依偎在我的肩头，她的手会被我的手抓得紧紧的。	Love
812	“一听你这话就知道你守着这乡下没见过世面，”火箭回答说，否则你是知道我的身世的。	Anger
813	But the girl frowned.	Sadness
814	Yet was his heart heavy, for he knew what evil fate awaited him.	Sadness
815	Indeed, he was as one enamoured of beauty, and would mock at the weakly and ill–favoured, and make jest of them, and himself he loved, and in summer, when the winds were still, he would lie by the well in the priest’s orchard and look down at the marvel of his own face, and laugh for the pleasure he had in his fairness.	Joy
816	“总得有听着的人呀，”青蛙回答说，我这人就喜欢一个劲儿说个没完。	Joy
817	这确实是一幕壮观的表演。	Joy
818	My dear friend, my best friend,' cried little Hans, you are welcome to all the flowers in my garden.	Joy
819	她不会钟情于我，我的心会碎的。	Sadness
820	“秩序！秩序！”一个爆竹吆喝道。	Anger
821	But the Tree shook its head.	Sadness
822	由于哭泣流泪，浑身湿透，火箭根本没法发力离去了。	Sadness
823	So the Magician fell upon him, and beat him, and loaded him with chains, and cast him again into the dungeon.	Anger
824	“这世上有人活得很幸福，我深感欣慰哪。”一个失望的人打量着这尊奇妙的塑像，喃喃自语道。	Joy
825	但是谁都没有听见他引爆了，就是两个近在咫尺的小男孩儿也没有听见，因为他们睡得很香了。	Sadness
826	我的两只脚固定在这底座上了，我不能动啊。	Sadness
827	不过我一想到他们也许会失去他们唯一的儿子，心里就非常非常难受。	Sadness
828	Often did the old priest send for him, and seek to teach him the love of living things, saying to him: The fly is thy brother.	Love
829	他内里最好的东西是火药，却让泪水弄得精湿，一点用场都派不上了。	Sadness
830	这根本不是交谈。	Anger
831	砰！砰！焰火筒飞上了天空。	Joy
832	“啊！生活中高雅的事情，它们是多么美好啊！”鸭子说，“可这倒让我想到我饿得要命了她向溪流下面游去，一路“呱呱呱”叫个不停。	Joy
833	“你是我见过的最粗鲁的人，”火箭说，“你不理解我对王子的友谊。”	Anger
834	“我们现在有面包吃了！”他们欢呼说。	Joy
835	'How shall I thank thee?' said the Star–Child, 'for lo! this is the second time that you have succoured me.'	Love
836	My roses are white, it answered, "as white as the foam of the sea, and whiter than the snow upon the mountain.	Joy
837	Therefore weep no more but be glad.	Joy
838	I am no son of thine, for thou art a beggar, and ugly, and in rags.	Sadness
839	“我要让全世界刮目相看，兴奋一阵子,我要轰动一时，让所有的人一年之内不谈论别的事，就把我挂在嘴边。“	Joy
840	可是，她就是不和我跳舞，因为我没红玫瑰献给她，他有气无力地倒在草地上，把脸埋在两只手里,哭了。	Sadness
841	And the leper seeing him coming, stood in the centre of the road, and cried out, and said to him, 'Give me the piece of red money, or I must die,' and the Star–Child had pity on him again, and gave him the piece of red gold, saying, 'Thy need is greater than mine.'	Love
842	I am very sorry,' said little Hans, rubbing his eyes and pulling off his night-cap, but I was so tired that I thought I would lie in bed for a little time, and listen to the birds singing.	Sadness
843	And the Star–Child said to him, 'I have in my wallet but one piece of yellow gold, and if I bring it not to my master he will beat me and keep me as his slave.'	Fear
844	随后，秋天来了，他们都飞走了。	Sadness
845	“是不比乞丐强多少啊，”市议员们说。	Sadness
846	And the Star–Child said to it, 'I am seeking for a piece of white gold, nor can I anywhere find it, and if I bring it not to my master he will beat me.'	Fear
847	'Do not the sparrows die of hunger in the winter?' she asked. 'And is it not winter now?'	Fear
848	And when the Woodcutter, who was cleaving logs in a haggard hard by, saw what the Star–Child was doing, he ran up and rebuked him, and said to him: 'Surely thou art hard of heart and knowest not mercy, for what evil has this poor woman done to thee that thou shouldst treat her in this wise?'	Anger
849	And he flung himself down on the grass and wept, and said to himself, Surely this has come upon me by reason of my sin.	Sadness
850	I may be wrong, but I should have thought that friendship, true friendship, was quite free from selfishness of any kind.	Love
851	I have got all my creepers to nail up, and all my flowers to water, and all my grass to roll.	Joy
852	“高兴起来吧，”夜莺尖声说，高兴起来吧,你会得到你的红玫瑰的。	Joy
853	And when the Moon shone in the heavens the Nightingale flew to the Rose-tree, and set her breast against the thorn.	Sadness
854	But as they were bewailing their misery to each other this strange thing happened.	Sadness
855	“哎！我现在没有红宝石了。”王子说，我只有这双眼睛了。	Sadness
856	“天怎么下起棍子雨了？”她赶紧跳进水里去了。	Fear
857	你怎么对所有需要怜悯的人那样冷酷无情呢?	Anger
858	At last he lost his way, and wandered off on the moor, which was a very dangerous place, as it was full of deep holes, and there poor little Hans was drowned.	Fear
859	“你说这话是疯了，”星孩生气地大声说。	Anger
860	他们的羽毛让白霜冻得硬刷刷,但是他们一点儿也不在乎;他们滚动着他们的大黄眼睛，在森林里彼此遥相呼叫：“啯啯啯喵------啯啯!啯啯啯喵------啯啯！我们遇到了多么好的天气啊！”	Joy
861	I like hearing myself talk.	Joy
862	It was a large lovely garden, with soft green grass. 	Joy
863	Its branches were all golden, and silver fruit hung down from them, and underneath it stood the little boy he had loved.	Joy
864	You are the rudest person I ever met, said the Rocket, "and you cannot understand my friendship for the Prince."	Anger
865	Only in the garden of the Selfish Giant it was still winter. 	Sadness
866	Every afternoon, as they were coming from school, the children used to go and play in the Giant's garden. 	Joy
867	Travel improves the mind wonderfully, and does away with all one's prejudices.	Joy
868	就这样，星孩和樵夫的孩子一起抚养大了，同他们坐在同一张餐桌旁就餐，同他们一起玩耍。	Joy
869	于是他走过去，朝她扔石头，取笑她;那要饭女人眼睛里充满恐怖，看着他，而且是目不转睛地注视他。	Fear
870	Well, upon my word, you are very ungrateful, said the Student angrily, and he threw the rose into the street, where it fell into the gutter, and a cart-wheel went over it.	Anger
871	“我们过得多么快乐幸福啊！ ”他们互相告慰道。	Joy
872	He had been to visit his friend the Cornish ogre, and had stayed with him for seven years.	Love
873	他们玩耍了整整一天，天黑了他们才来和巨人道别。	Joy
874	I am very glad I have travelled.	Joy
875	“这是一个令人愉快的地方，”北风说，“我们一定要请冰雹来访冋。”	Joy
876	不公平瓜分了这世界，除了忧愁分得公平，什么东西都分得不公平。	Anger
877	但是他对他们说：我不配啊，因为我不认我的亲生母亲，在我找到她，求得她的原谅之前，我是不会心安的。	Sadness
878	这世界的负重是任何一个人都承担不了的，这世界的悲哀也是任何一颗心都承受不了的啊。	Sadness
879	因为花园里没有孩子们，鸟儿不愿意在里面唱歌，桃树也忘记开花了。	Sadness
880	One morning the Giant was lying awake in bed when he heard some lovely music.	Joy
881	你一脸幸福哪。	Joy
882	快快滚到一边。	Anger
883	The birds were flying about and twittering with delight, and the flowers were looking up through the green grass and laughing. 	Joy
884	在花园最远的角落，一棵树开满了可爰的白花儿。	Joy
885	星孩哭了，低下头来，祈求上帝造就的万物原谅他，并继续在森林里行走，想决心找到那个要饭的女人。	Sadness
886	可怜的孩子们这下没有地方可玩儿了。	Sadness
887	但是他又严厉地和他们讲了一遍，说:“快把这些东西拿走，别让我看见他们。	Anger
888	最后他迷了路，在非常危险的沼泽地跌跌撞撞，不慎掉进了深窟窿里，可怜的小汉斯淹死了。	Fear
889	但是麻风病人一个劲儿求他，星孩终于动了恻隐之心，把那块白金送给了他。	Love
890	星孩于是走向树林，花了整整一天时间搜寻那块黄金，但是怎么找也找不到。	Sadness
891	那是一个冬天，入夜后天冷得更厉害了。	Sadness
892	“春天把这花园遗忘了，”他们大叫着，“这下我们可以一年到头住在这里了。”	Joy
893	“可我如何报答你呢，”星孩说，“你瞧！这可是你第三次救我了啊！”	Love
894	And the other children, when they saw that the Giant was not wicked any longer, came running back, and with them came the Spring.	Joy
895	这红宝石的心里有鲜血，这珍珠的心里是死亡。	Fear
896	务必把那块白金带来,要不你过不了这关，别忘了你是我的奴隶,我可是用一碗甜酒的价钱把你买来的。	Fear
897	商人虐待我们，我们必须对他们言听计从。	Fear
898	It was a lovely scene, only in one corner it was still winter.	Joy
899	Then he began to feel a curious tingling sensation all over him.	Fear
900	这时候，雕像里面响起一种奇怪的声音，好像有什么东西破碎了。	Sadness
901	我根本不是你的儿子。	Anger
902	The Giant loved him the best because he had kissed him.	Love
903	草地上到处长着美丽的鲜花，像星星一样；春天时节，花园里的十二棵桃树盛开耀眼夺目的粉红色花儿和银白色花儿；秋天来了，树上结满了累累果实。	Joy
904	So it was always Winter there, and the North Wind, and the Hail, and the Frost, and the Snow danced about through the trees.	Sadness
905	不久，春天来了，乡间到处开满小小花朵，小鸟儿到处飞舞。	Joy
906	他马上脸色惨白，说：“为哪位国王？”	Fear
907	政府为什么连管也不管呢？	Anger
908	那是一个可爰的大花园，茸茸绿草满地都是。	Joy
909	And the old man took then from his turban a scarf of figured silk, and bound with it the eyes of the Star–Child, and drave him in front of him.	Fear
910	But the Tree shook its head.	Sadness
911	And the old man set before him some mouldy bread on a trencher and said, 'Eat,' and some brackish water in a cup and said, 'Drink,' and when he had eaten and drunk, the old man went out, locking the door behind him and fastening it with an iron chain.	Anger
912	“亲爱的王子啊，”燕子说，“我不忍心干这个。”然后就开始哭起来。	Sadness
913	“可是人家并没有失去他们唯一的儿子,”焰火筒说，“他们根本就没遇上倒霉的事。”	Joy
914	So the Woodcutter and his wife went out and called to the Star–Child, and said to him, 'Go into the house, and there shalt thou find thy mother, who is waiting for thee.'	Love
915	比如说,假如今天夜里我有个三长两短，这对谁来说都是一大不幸！	Sadness
916	So the Nightingale pressed closer against the thorn, and the thorn touched her heart, and a fierce pang of pain shot through her.	Fear
917	So the Star–Child was brought up with the children of the Woodcutter, and sat at the same board with them, and was their playmate.	Joy
918	那男孩儿在发烧，在床上来回翻身，他妈妈累得支撑不住，已经睡着了。	Sadness
919	The wild birds that roam through the forest have their freedom.	Joy
920	“我笑是因为我高兴呀。”爆竹回答说。	Joy
921	You will wear it to-night next your heart, and as we dance together it will tell you how I love you.	Love
922	一层薄薄的红晕岀现在玫瑰的叶子里，宛如新郎初吻新娘的柔唇时脸上露出的潮红。	Love
923	I am no son of thine to do thy bidding.	Anger
924	But the winter has chilled my veins, and the frost has nipped my buds, and the storm has broken my branches, and I shall have no roses at all this year.	Sadness
925	“这里好冷啊，”他说，“不过我会跟你呆上一个夜晚，给你当送信的人。”	Love
926	可怜的人儿，失去了他们唯一的儿子！	Sadness
927	But the soldiers who stood on guard dropped their halberts across the entrance, and said roughly to him, 'What is thy business in the city?'	Anger
928	但是冬天把我的叶脉冻坏了，霜冻摧毁了我的花蕾，暴风雨折断了我的树枝，今年我没法开玫瑰花了。	Sadness
929	“浪漫这东西死了，浪漫这东西死了，浪漫这东西死了呀。”她小声嘟哝说。	Sadness
930	他的朋友六个星期前都飞往埃及去了，但他耽搁下来，因他和最美丽的芦苇相爱了。	Love
931	他当然是爆炸了。	Fear
932	Fainter and fainter grew her song, and she felt something choking her in her throat.	Fear
933	'Real friends should have everything in common,' the Miller used to say, and little Hans nodded and smiled, and felt very proud of having a friend with such noble ideas.	Love
934	哦，再见,听我说没错，能跟你交谈我很高兴。	Joy
935	It is more precious than emeralds, and dearer than fine opals.	Joy
936	Yet did its beauty profit him little, for wherever he went harsh briars and thorns shot up from the ground and encompassed him, and evil nettles stung him, and the thistle pierced him with her daggers, so that he was in sore distress. 	Fear
